City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,lazaro cardenas,17.9583,-102.2,29.5,69,5,4.73,MX,07/07/2024
333,horta,38.5333,-28.6333,24.8,90,40,8.23,PT,07/07/2024
334,berkane,34.9084,-2.3461,26.82,45,0,2.86,MA,07/07/2024
335,shalkar,47.8288,59.6258,25.91,45,45,5.13,KZ,07/07/2024
336,prince george,53.9166,-122.753,26.69,45,0,2.06,CA,07/07/2024
337,constitucion,-35.3333,-72.4167,12.51,54,7,4.58,CL,07/07/2024
338,chernyshevskiy,63.0128,112.4714,13.04,72,82,1.8,RU,07/07/2024
339,hotan,37.0997,79.9269,27.06,23,100,4.65,CN,07/07/2024
340,kiunga,-6.1219,141.2906,22.54,98,100,1.69,PG,07/07/2024
341,howard springs,-12.497,131.047,23.95,68,100,1.81,AU,07/07/2024
342,carnarvon,-24.8667,113.6333,18.34,82,100,3.58,AU,07/07/2024
343,bintulu,3.1667,113.0333,25.16,83,100,1.6,MY,07/07/2024
344,uren',57.4552,45.7852,15.93,68,100,1.41,RU,07/07/2024
